features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01401355
 0.0125341  0.01189089 0.00626705 0.00840813 0.         0.00626705
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1707055  0.         0.07006774
 0.07045818 0.24970868 0.11065637 0.08127858 0.02658884 0.16508166
 0.         0.         0.04204064 0.02139704 0.07134534 0.05013639
 0.0280271  0.         0.01815794 0.22148509 0.00886295 0.31110077
 0.12059457 0.1862906  0.0250682  0.06165961 0.00886295 0.11687489
 0.16674187 0.         0.04484335 0.01880115 0.04359993 0.05273229
 0.10370026 0.01772589 0.16111803 0.16213503 0.00886295 0.04204064
 0.02139704 0.14269068 0.2249839  0.27466552 0.         0.18886344
 0.09373632 0.01772589 0.14293819 0.06786229 0.08323623 0.04646524
 0.11210838 0.         0.08746928 0.00396363 0.         0.
 0.00626705 0.         0.         0.         0.         0.00396363
 0.03170904 0.         0.00280271 0.         0.01189089 0.
 0.10370026 0.00886295 0.09271932 0.02378178 0.         0.00560542
 0.         0.03170904 0.24378505 0.26625741 0.00886295 0.05051019
 0.03631588 0.         0.15414903 0.12319047 0.         0.
 0.         0.         0.01585452 0.00396363 0.         0.10930567
 0.15452572 0.22196329 0.         0.00280271 0.         0.00792726]",1
"[0.05516053 0.         0.05823839 0.05209    0.24379011 0.12322856
 0.06755654 0.01473328 0.04527715 0.02689031 0.         0.07920421
 0.03556928 0.20425658 0.2087302  0.20499915 0.         0.04006815
 0.00658892 0.         0.10482911 0.07939892 0.10212829 0.07508364
 0.10715864 0.         0.02742492 0.00988338 0.         0.
 0.         0.19107875 0.07508364 0.10715864 0.01473328 0.05676438
 0.07270207 0.00736664 0.05357932 0.09807728 0.2108455  0.09071064
 0.07920421 0.00736664 0.03347923 0.01317784 0.         0.04892025
 0.06987464 0.13836736 0.08765928 0.07920421 0.         0.03677369
 0.         0.         0.01397721 0.026045   0.03953353 0.010418
 0.02562489 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.14486953 0.01473328 0.14210168 0.06161428 0.12189506 0.04077828
 0.04193164 0.01473328 0.08725984 0.09246884 0.02946655 0.44261179
 0.37705232 0.09883383 0.010418   0.02329536 0.         0.09936845
 0.10511207 0.00736664 0.10715864 0.07939892 0.09553937 0.031254
 0.06056793 0.         0.11882453 0.00988338 0.         0.00232954
 0.         0.14495628 0.12717364 0.10017003 0.00736664 0.03784292
 0.02880485 0.00736664 0.00698861 0.         0.00988338 0.
 0.00465907 0.00736664 0.02359585 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05657715 0.00863604 0.44787689
 0.03663963 0.         0.         0.         0.         0.00772431
 0.10814037 0.         0.02730957 0.03306246 0.05020803 0.03663963
 0.15020262 0.01727209 0.21195264 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.16362484 0.02590813 0.07919774 0.         0.01158647 0.
 0.00546191 0.         0.02317294 0.12823869 0.00863604 0.12289305
 0.         0.01931078 0.         0.         0.         0.
 0.15250431 0.         0.01638574 0.         0.01544862 0.
 0.24032419 0.00863604 0.13470952 0.         0.         0.
 0.         0.         0.         0.00273096 0.         0.09879835
 0.0061066  0.         0.10377635 0.02948529 0.19696996 0.01221321
 0.00546191 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.34091981 0.         0.07646678 0.         0.         0.
 0.         0.         0.16993486 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.09718064 0.         0.06008105 0.03053302 0.27807523 0.13329758
 0.10104539 0.02590813 0.12385151 0.00996876 0.         0.07100488
 0.0819153  0.18152133 0.09665794 0.04915722 0.         0.00386216
 0.26602283 0.02590813 0.09558348 0.05391172 0.08110528 0.1175072
 0.04096435 0.         0.18601023 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.01437254 0.         0.0407081  0.03552036 0.11210989 0.00958169
 0.00642759 0.         0.         0.00303    0.         0.06641847
 0.06624986 0.21209979 0.         0.         0.         0.00303
 0.10244841 0.02032584 0.33423489 0.1552915  0.05453995 0.00479085
 0.01285519 0.00677528 0.08103247 0.01211999 0.         0.00642759
 0.00958169 0.04847995 0.00958169 0.02785291 0.00677528 0.03734337
 0.1090001  0.         0.12212429 0.09417296 0.18785981 0.01916338
 0.03856557 0.01355056 0.06813504 0.01564169 0.         0.19068529
 0.15084113 0.26663973 0.09499494 0.05784835 0.00677528 0.02649253
 0.1617792  0.02710112 0.2656739  0.1671981  0.12119988 0.02874507
 0.05999088 0.         0.12824328 0.09139161 0.00677528 0.22068074
 0.16603564 0.05453995 0.02114782 0.0407081  0.00677528 0.12140584
 0.         0.         0.00857013 0.01916338 0.16967983 0.03353592
 0.01499772 0.         0.         0.05806164 0.         0.0342805
 0.03832677 0.22421978 0.01437254 0.02356785 0.         0.05806164
 0.01817998 0.         0.05142076 0.0930105  0.20603979 0.
 0.00857013 0.         0.00605999 0.06109164 0.00677528 0.07284607
 0.11415832 0.30602969 0.05468374 0.05784835 0.         0.09716586
 0.         0.         0.00214253 0.         0.01817998 0.04708648
 0.02356785 0.         0.         0.02043253 0.         0.01928278
 0.01437254 0.03332997 0.00958169 0.00642759 0.         0.00908999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.0979631  0.         0.02445594 0.02187406 0.11759215 0.01093703
 0.00978238 0.         0.00345859 0.06136725 0.         0.03912951
 0.02187406 0.15563668 0.18084965 0.10026937 0.00773365 0.16479887
 0.01729296 0.         0.13939888 0.22045614 0.08992342 0.01867068
 0.00733678 0.         0.01729296 0.04552296 0.00773365 0.13695329
 0.05468515 0.06917186 0.         0.01222797 0.         0.02766874
 0.19770104 0.         0.02934713 0.01640555 0.09338201 0.07015245
 0.13695328 0.02320095 0.22037145 0.07118178 0.         0.090487
 0.04921664 0.11067497 0.04374812 0.15407245 0.02320095 0.16190153
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00244559
 0.00546852 0.06917186 0.00546852 0.00244559 0.         0.
 0.18321434 0.03093459 0.22988588 0.18084965 0.07954763 0.00546852
 0.09293259 0.03093459 0.18120442 0.21836152 0.0154673  0.13939888
 0.09749502 0.21443275 0.08655799 0.04891189 0.         0.17204222
 0.25262128 0.0154673  0.16140923 0.06694907 0.17638823 0.09976016
 0.07092224 0.0154673  0.149842   0.01439562 0.         0.04891189
 0.04827839 0.13488512 0.04374812 0.04891189 0.0154673  0.03080117
 0.06884569 0.02320095 0.08070462 0.05374691 0.09338201 0.0154673
 0.06358546 0.00773365 0.05388881 0.05099147 0.00773365 0.03423832
 0.01640555 0.01037578 0.03187284 0.00978238 0.         0.05043022
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18724972 0.         0.0934977
 0.06488293 0.3100465  0.06786908 0.054809   0.         0.15650307
 0.         0.         0.04836088 0.08228751 0.29180847 0.0504645
 0.02579247 0.         0.         0.03647606 0.         0.03546464
 0.02162764 0.29636798 0.1501566  0.07737741 0.         0.04824478
 0.32551474 0.         0.14830669 0.08949672 0.1823803  0.03604607
 0.07737741 0.         0.28755889 0.02279754 0.         0.02579247
 0.02883686 0.05471409 0.01441843 0.07415335 0.01019537 0.03912577
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.14738405 0.02039074 0.01612029 0.         0.03647606 0.06065987
 0.14185858 0.01019537 0.14547425 0.05280429 0.         0.00644812
 0.         0.11854719 0.19341187 0.08382552 0.         0.0573638
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00455951 0.         0.03546465
 0.08228751 0.13678522 0.         0.00322406 0.         0.00455951
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0619233  0.         0.00967218
 0.         0.01823803 0.09546903 0.03546464 0.02039074 0.0600135
 0.00911901 0.         0.08704958 0.04624144 0.1823803  0.15437964
 0.08704958 0.         0.00911901 0.01823803 0.         0.24180439
 0.14294738 0.         0.         0.         0.         0.01823803]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02576547
 0.01047515 0.0099376  0.         0.         0.         0.
 0.04498799 0.         0.00234232 0.         0.         0.
 0.         0.         0.         0.0645508  0.00740705 0.03981936
 0.03359493 0.15900164 0.09120827 0.07026946 0.         0.09051352
 0.00662507 0.         0.02810779 0.06502039 0.16893924 0.05147714
 0.09369261 0.         0.01902526 0.1156263  0.         0.36540118
 0.06718987 0.01656267 0.05454524 0.08432335 0.         0.15752692
 0.09660104 0.         0.02108084 0.04623956 0.1060011  0.07549554
 0.07026946 0.02962821 0.12001394 0.03643788 0.         0.06324251
 0.05147714 0.05962561 0.03142546 0.02576547 0.00740705 0.07202581
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.43215484 0.         0.16396208
 0.02311978 0.06625068 0.06502039 0.1522505  0.03703526 0.42745482
 0.12556391 0.         0.09837725 0.09427637 0.13912643 0.02835736
 0.07026946 0.0148141  0.12556391 0.         0.         0.07261178
 0.16887329 0.13912643 0.         0.00468463 0.         0.
 0.00331253 0.         0.01639621 0.03142546 0.20537712 0.08290259
 0.0304501  0.         0.00331253 0.0546132  0.00740705 0.12414271
 0.1155989  0.02318774 0.01264463 0.01639621 0.00740705 0.03505038]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04619785 0.0062657  0.1129391
 0.14835713 0.01681263 0.         0.00396278 0.         0.01401053
 0.05903468 0.01879709 0.38240785 0.16759951 0.0504379  0.00886104
 0.01188833 0.         0.03642737 0.04547887 0.02506279 0.09708799
 0.05057088 0.02521895 0.         0.00396278 0.         0.01120842
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.46174508 0.0062657  0.09906939
 0.03284881 0.         0.01512673 0.02773943 0.0062657  0.37033261
 0.         0.         0.00990694 0.02582295 0.         0.01069622
 0.         0.         0.00280211 0.06301048 0.         0.06934857
 0.06645776 0.02521895 0.01772207 0.02377665 0.         0.07141679
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.4537935  0.0125314  0.04557192
 0.         0.01401053 0.01955725 0.05349747 0.0062657  0.39059255
 0.01003473 0.         0.01981388 0.00443052 0.00560421 0.00443052
 0.01188833 0.         0.01003473 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06978838 0.         0.02377665
 0.00886104 0.00840632 0.02139243 0.07132996 0.01879709 0.07304521
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.00565566 0.         0.27994088 0.13074944 0.03393396 0.
 0.00199958 0.         0.00848349 0.145596   0.00632322 0.08998099
 0.10207027 0.28561081 0.03576953 0.03999155 0.00632322 0.13053907
 0.06997017 0.00632322 0.14396959 0.21046377 0.11311319 0.01788477
 0.03399282 0.00632322 0.06997017 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06148668 0.         0.02999366
 0.04209275 0.1413915  0.07077193 0.0539886  0.00632322 0.03110613
 0.08529379 0.         0.07598395 0.16389981 0.42417447 0.09574704
 0.06198691 0.         0.06951128 0.06714234 0.         0.02799409
 0.02420799 0.03958962 0.04209275 0.03999155 0.00632322 0.08785494
 0.         0.         0.03999155 0.05735836 0.18098111 0.02682715
 0.01399704 0.         0.         0.05984332 0.00632322 0.04599028
 0.01973679 0.15553064 0.20707745 0.30993454 0.02529288 0.15282055
 0.05938443 0.         0.04199113 0.05103514 0.14139149 0.05550632
 0.12997255 0.01264644 0.07299021 0.00282783 0.         0.00799831
 0.         0.02262264 0.01788477 0.02799409 0.         0.05583102
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01413915 0.         0.00199958
 0.         0.02262264 0.00894238 0.0179962  0.00632322 0.03649511
 0.07398247 0.         0.03199324 0.02420799 0.08200706 0.10654146
 0.22795185 0.00632322 0.10764975 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00346819 0.         0.04169049
 0.06807572 0.02080915 0.         0.00245238 0.         0.00346819
 0.00693638 0.         0.04659525 0.09682475 0.03468191 0.06259203
 0.1594048  0.         0.00693638 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.34382242 0.00775511 0.16921433
 0.1110044  0.13872765 0.05616749 0.04659525 0.00775511 0.27164454
 0.10259305 0.         0.03433334 0.00548369 0.14219584 0.16035763
 0.24769054 0.00775511 0.12194951 0.00346819 0.         0.01961905
 0.04386954 0.18728233 0.04614095 0.12016669 0.00775511 0.00895188
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.34907038 0.         0.03188096
 0.01645108 0.09364117 0.01645108 0.07602383 0.02326534 0.42987307
 0.0381501  0.00775511 0.04169049 0.09134106 0.04508649 0.06032061
 0.10790479 0.         0.07944133 0.         0.         0.15204766
 0.21558427 0.10404575 0.         0.00245238 0.         0.00346819
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00693638 0.         0.00735714
 0.         0.04855468 0.07810226 0.10545241 0.00775511 0.01096738
 0.00346819 0.         0.06376192 0.15808621 0.13179127 0.
 0.00490476 0.         0.00346819 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
